id,text,type,topic,target_valence,length_char,notes
N121,보건소 서비스이(가) 파손돼 이용이 제한됐다.,neg,건강,-0.78,25,부정 문장
A200,온라인 수업이(가) 확장됐으나 비용 증가가 우려된다.,amb,교육,0.14,29,모호 문장
P147,네트워크 환경이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,기술,0.78,35,긍정 문장
P071,주차장이(가) 정상화되어 서비스가 안정됐다.,pos,생활,0.88,24,긍정 문장
A045,데이터 분석 시스템이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,과학,0.15,36,모호 문장
A086,식단 관리 정책이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,건강,-0.09,34,모호 문장
A089,체험 행사이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,여가,0.08,33,모호 문장
P112,클라우드 서비스이(가) 활성화되며 참여율이 높아졌다.,pos,기술,0.85,29,긍정 문장
A141,지역 축제이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,생활,0.06,31,모호 문장
A119,신형 스마트폰이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,기술,-0.01,38,모호 문장
A015,공공시설이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,생활,-0.0,30,모호 문장
A197,주차장이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,생활,-0.1,31,모호 문장
A152,관광 패스이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,여가,0.02,31,모호 문장
A237,창업 지원 제도이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,경제,-0.09,34,모호 문장
N070,클라우드 서비스이(가) 취소되어 아쉬움을 남겼다.,neg,기술,-0.98,27,부정 문장
A296,식단 관리 정책이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,건강,-0.09,34,모호 문장
A228,교수 평가 제도이(가) 호평과 비판을 동시에 받고 있다.,amb,교육,0.15,31,모호 문장
P088,교수 평가 제도이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,교육,0.88,36,긍정 문장
P130,온라인 수업이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,교육,0.73,30,긍정 문장
A110,관광 패스이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,여가,-0.02,31,모호 문장
A222,문화 공연이(가) 개선됐지만 일부 불편이 남아 있다.,amb,여가,-0.07,29,모호 문장
A181,소비 지원 정책이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,경제,-0.1,34,모호 문장
A173,문화 공연이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,여가,0.1,33,모호 문장
P037,병원 예약 시스템이(가) 꾸준히 증가하고 있다.,pos,건강,0.98,26,긍정 문장
A179,교육 커리큘럼이(가) 도입됐지만 효과는 아직 불분명하다.,amb,교육,0.02,31,모호 문장
A175,신형 스마트폰이(가) 도입됐지만 효과는 아직 불분명하다.,amb,기술,0.08,31,모호 문장
N093,운동 프로그램이(가) 지연되면서 시민 불편이 커지고 있다.,neg,건강,-0.85,32,부정 문장
A248,데이터 분석 시스템이(가) 확장됐으나 비용 증가가 우려된다.,amb,과학,-0.01,33,모호 문장
A192,신형 장비이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,과학,0.05,31,모호 문장
P107,보건소 서비스이(가) 정상화되어 서비스가 안정됐다.,pos,건강,0.76,28,긍정 문장
A213,기술 지원 프로그램이(가) 호평과 비판을 동시에 받고 있다.,amb,과학,0.05,33,모호 문장
A220,신형 장비이(가) 확장됐으나 비용 증가가 우려된다.,amb,과학,0.08,28,모호 문장
A030,보건소 서비스이(가) 호평과 비판을 동시에 받고 있다.,amb,건강,0.03,30,모호 문장
P061,전시 프로그램이(가) 활성화되며 참여율이 높아졌다.,pos,여가,0.85,28,긍정 문장
A054,야외 영화제이(가) 개선됐지만 일부 불편이 남아 있다.,amb,여가,-0.13,30,모호 문장
P067,장학 제도이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,교육,0.91,29,긍정 문장
P111,고용 지표이(가) 안정세를 보이고 있다.,pos,경제,0.85,22,긍정 문장
A046,장학 제도이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,교육,0.14,31,모호 문장
A025,온라인 수업이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,교육,0.01,32,모호 문장
A067,교육 커리큘럼이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,교육,-0.03,38,모호 문장
P066,기술 지원 프로그램이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,과학,0.93,35,긍정 문장
A033,전시 프로그램이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,여가,-0.07,35,모호 문장
A174,소비 지원 정책이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,경제,-0.15,34,모호 문장
N064,주차장이(가) 감소세를 보이고 있다.,neg,생활,-0.96,20,부정 문장
A254,식단 관리 정책이(가) 개선됐지만 일부 불편이 남아 있다.,amb,건강,0.05,32,모호 문장
A079,건강검진 제도이(가) 확장됐으나 비용 증가가 우려된다.,amb,건강,-0.02,30,모호 문장
A102,장학 제도이(가) 도입됐지만 효과는 아직 불분명하다.,amb,교육,-0.04,29,모호 문장
N087,기술 지원 프로그램이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,과학,-0.93,36,부정 문장
N114,병원 예약 시스템이(가) 논란에 휩싸였다.,neg,건강,-0.71,23,부정 문장
A044,보건소 서비스이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,건강,-0.03,38,모호 문장
A221,교수 평가 제도이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,교육,0.12,34,모호 문장
A177,보건소 서비스이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,건강,0.06,33,모호 문장
A031,기술 지원 프로그램이(가) 호평과 비판을 동시에 받고 있다.,amb,과학,0.13,33,모호 문장
A074,장학 제도이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,교육,0.0,31,모호 문장
N101,연구 프로젝트이(가) 감소세를 보이고 있다.,neg,과학,-0.72,24,부정 문장
A117,야외 영화제이(가) 확장됐으나 비용 증가가 우려된다.,amb,여가,0.04,29,모호 문장
P059,기술 지원 프로그램이(가) 큰 성과를 거두었다.,pos,과학,0.84,26,긍정 문장
A295,지역 축제이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,생활,0.04,31,모호 문장
N084,신형 스마트폰이(가) 취소되어 아쉬움을 남겼다.,neg,기술,-0.94,26,부정 문장
A023,운동 프로그램이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,건강,-0.09,35,모호 문장
A291,교양 강좌이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,교육,-0.06,31,모호 문장
N102,교육 커리큘럼이(가) 중단되어 일정에 차질이 생겼다.,neg,교육,-0.71,29,부정 문장
A080,연구 프로젝트이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,과학,0.0,33,모호 문장
P086,보건소 서비스이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,건강,0.75,35,긍정 문장
N022,지역 축제에서 오류가 발생해 서비스가 중단됐다.,neg,생활,-0.8,26,부정 문장
N002,병원 예약 시스템이(가) 중단되어 일정에 차질이 생겼다.,neg,건강,-0.84,31,부정 문장
P139,소비 지원 정책이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,경제,0.78,32,긍정 문장
P014,신형 스마트폰이(가) 큰 성과를 거두었다.,pos,기술,0.73,23,긍정 문장
A292,문화 공연이(가) 개선됐지만 일부 불편이 남아 있다.,amb,여가,-0.09,29,모호 문장
A144,교양 강좌이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,교육,-0.07,36,모호 문장
N061,전시 프로그램이(가) 논란에 휩싸였다.,neg,여가,-0.78,21,부정 문장
N065,건강검진 제도이(가) 지연되면서 시민 불편이 커지고 있다.,neg,건강,-0.73,32,부정 문장
P137,장학 제도이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,교육,0.89,30,긍정 문장
A107,운동 프로그램이(가) 도입됐지만 효과는 아직 불분명하다.,amb,건강,0.04,31,모호 문장
N075,전시 프로그램이(가) 부진을 면치 못하고 있다.,neg,여가,-0.84,26,부정 문장
A163,운동 프로그램이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,건강,-0.12,33,모호 문장
N138,문화 공연이(가) 논란에 휩싸였다.,neg,여가,-0.98,19,부정 문장
A068,문화 공연이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,여가,-0.08,36,모호 문장
A154,보안 시스템이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,기술,0.04,32,모호 문장
A038,신형 장비이(가) 개선됐지만 일부 불편이 남아 있다.,amb,과학,0.1,29,모호 문장
A238,신형 스마트폰이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,기술,0.09,33,모호 문장
A018,온라인 수업이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,교육,0.1,32,모호 문장
N038,데이터 분석 시스템이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,과학,-0.78,36,부정 문장
P060,교양 강좌이(가) 활성화되며 참여율이 높아졌다.,pos,교육,1.0,26,긍정 문장
A126,보안 시스템이(가) 개선됐지만 일부 불편이 남아 있다.,amb,기술,-0.13,30,모호 문장
A049,클라우드 서비스이(가) 호평과 비판을 동시에 받고 있다.,amb,기술,-0.03,31,모호 문장
A014,클라우드 서비스이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,기술,-0.12,36,모호 문장
A283,데이터 분석 시스템이(가) 도입됐지만 효과는 아직 불분명하다.,amb,과학,-0.04,34,모호 문장
A202,지역 상권이(가) 호평과 비판을 동시에 받고 있다.,amb,경제,-0.03,28,모호 문장
P039,교수 평가 제도을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,교육,0.78,34,긍정 문장
A245,클라우드 서비스이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,기술,0.05,34,모호 문장
A143,신형 장비이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,과학,0.11,31,모호 문장
A234,데이터 분석 시스템이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,과학,-0.07,38,모호 문장
A076,창업 지원 제도이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,경제,-0.08,34,모호 문장
P072,건강검진 제도이(가) 정상화되어 서비스가 안정됐다.,pos,건강,0.95,28,긍정 문장
A207,교수 평가 제도이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,교육,0.06,34,모호 문장
P040,야외 영화제이(가) 꾸준히 증가하고 있다.,pos,여가,0.96,23,긍정 문장
P113,쓰레기 처리 시스템을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,생활,0.98,36,긍정 문장
A194,체험 행사이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,여가,-0.08,33,모호 문장
A260,대중교통이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,생활,0.12,32,모호 문장
P100,식단 관리 정책이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,건강,0.86,36,긍정 문장
N090,고용 지표이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,경제,-0.73,31,부정 문장
P007,네트워크 환경이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,기술,0.98,31,긍정 문장
P074,장학 제도이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,교육,1.0,30,긍정 문장
P123,교수 평가 제도을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,교육,0.82,34,긍정 문장
A214,교양 강좌이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,교육,-0.02,31,모호 문장
A252,네트워크 환경이(가) 확장됐으나 비용 증가가 우려된다.,amb,기술,0.09,30,모호 문장
N045,데이터 분석 시스템이(가) 불안정해 사용자들이 혼란을 겪고 있다.,neg,과학,-0.83,36,부정 문장
N097,소비 지원 정책이(가) 감소세를 보이고 있다.,neg,경제,-0.88,25,부정 문장
A103,체험 행사이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,여가,-0.11,33,모호 문장
P064,대중교통을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,생활,0.71,30,긍정 문장
N050,공공시설이(가) 부진을 면치 못하고 있다.,neg,생활,-0.94,23,부정 문장
A035,네트워크 환경이(가) 확장됐으나 비용 증가가 우려된다.,amb,기술,-0.08,30,모호 문장
A188,고용 지표이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,경제,-0.04,36,모호 문장
N016,병원 예약 시스템이(가) 논란에 휩싸였다.,neg,건강,-0.85,23,부정 문장
N092,지역 축제이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,생활,-0.89,31,부정 문장
A247,운동 프로그램이(가) 확장됐으나 비용 증가가 우려된다.,amb,건강,-0.08,30,모호 문장
N076,지역 상권이(가) 지연되면서 시민 불편이 커지고 있다.,neg,경제,-0.72,30,부정 문장
A003,신형 장비이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,과학,-0.01,31,모호 문장
A124,관광 패스이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,여가,0.03,31,모호 문장
N003,실험 계획이(가) 부진을 면치 못하고 있다.,neg,과학,-0.91,24,부정 문장
P102,교수 평가 제도이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,교육,0.88,36,긍정 문장
P003,연구 프로젝트이(가) 큰 성과를 거두었다.,pos,과학,0.87,23,긍정 문장
N013,고용 지표이(가) 파손돼 이용이 제한됐다.,neg,경제,-0.93,23,부정 문장
P075,체험 행사이(가) 활성화되며 참여율이 높아졌다.,pos,여가,0.78,26,긍정 문장
A255,신형 장비이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,과학,0.05,31,모호 문장
P029,주차장이(가) 활성화되며 참여율이 높아졌다.,pos,생활,0.91,24,긍정 문장
N098,업데이트 정책이(가) 감소세를 보이고 있다.,neg,기술,-0.71,24,부정 문장
N113,공공시설이(가) 지연되면서 시민 불편이 커지고 있다.,neg,생활,-0.84,29,부정 문장
A130,온라인 수업이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,교육,-0.03,37,모호 문장
P025,교양 강좌을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,교육,0.87,31,긍정 문장
A065,건강검진 제도이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,건강,-0.1,33,모호 문장
A165,장학 제도이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,교육,-0.07,31,모호 문장
P031,데이터 분석 시스템이(가) 안정세를 보이고 있다.,pos,과학,1.0,27,긍정 문장
N031,신형 장비이(가) 파손돼 이용이 제한됐다.,neg,과학,-0.71,23,부정 문장
A052,연구 프로젝트이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,과학,0.02,33,모호 문장
A071,지역 축제이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,생활,0.02,31,모호 문장
P089,관광 패스이(가) 활성화되며 참여율이 높아졌다.,pos,여가,0.9,26,긍정 문장
P114,식단 관리 정책이(가) 도입되어 업무 효율이 높아졌다.,pos,건강,0.98,30,긍정 문장
P121,보건소 서비스이(가) 꾸준히 증가하고 있다.,pos,건강,0.97,24,긍정 문장
A061,문화 공연이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,여가,-0.06,31,모호 문장
A242,교육 커리큘럼이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,교육,0.08,38,모호 문장
N080,실험 계획이(가) 파손돼 이용이 제한됐다.,neg,과학,-0.92,23,부정 문장
P094,신형 장비이(가) 정상화되어 서비스가 안정됐다.,pos,과학,0.71,26,긍정 문장
N052,실험 계획이(가) 취소되어 아쉬움을 남겼다.,neg,과학,-0.75,24,부정 문장
A125,고용 지표이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,경제,-0.08,31,모호 문장
A043,지역 축제이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,생활,0.04,36,모호 문장
P046,교양 강좌이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,교육,0.83,33,긍정 문장
A029,공공시설이(가) 도입됐지만 효과는 아직 불분명하다.,amb,생활,-0.08,28,모호 문장
A134,공공시설이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,생활,0.06,30,모호 문장
A146,가격 안정 대책이(가) 호평과 비판을 동시에 받고 있다.,amb,경제,0.11,31,모호 문장
N014,클라우드 서비스이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,기술,-0.89,34,부정 문장
P132,소비 지원 정책이(가) 도입되어 업무 효율이 높아졌다.,pos,경제,0.93,30,긍정 문장
P047,체험 행사이(가) 안정세를 보이고 있다.,pos,여가,0.87,22,긍정 문장
A236,관광 패스이(가) 호평과 비판을 동시에 받고 있다.,amb,여가,0.15,28,모호 문장
A133,클라우드 서비스이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,기술,-0.06,34,모호 문장
A028,신형 스마트폰이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,기술,0.12,33,모호 문장
A007,클라우드 서비스이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,기술,0.03,39,모호 문장
A135,보건소 서비스이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,건강,0.1,33,모호 문장
N100,병원 예약 시스템이(가) 불안정해 사용자들이 혼란을 겪고 있다.,neg,건강,-0.85,35,부정 문장
N085,쓰레기 처리 시스템이(가) 부진을 면치 못하고 있다.,neg,생활,-0.93,29,부정 문장
A298,온라인 수업이(가) 개선됐지만 일부 불편이 남아 있다.,amb,교육,-0.02,30,모호 문장
N136,실험 계획이(가) 파손돼 이용이 제한됐다.,neg,과학,-0.7,23,부정 문장
A087,실험 계획이(가) 도입됐지만 효과는 아직 불분명하다.,amb,과학,0.14,29,모호 문장
P027,고용 지표이(가) 활성화되며 참여율이 높아졌다.,pos,경제,0.87,26,긍정 문장
A281,대중교통이(가) 도입됐지만 효과는 아직 불분명하다.,amb,생활,-0.02,28,모호 문장
P043,대중교통이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,생활,0.77,32,긍정 문장
N044,운동 프로그램이(가) 논란에 휩싸였다.,neg,건강,-0.8,21,부정 문장
A191,운동 프로그램이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,건강,-0.05,35,모호 문장
A161,신형 스마트폰이(가) 호평과 비판을 동시에 받고 있다.,amb,기술,-0.12,30,모호 문장
N024,실험 계획에서 오류가 발생해 서비스가 중단됐다.,neg,과학,-0.91,26,부정 문장
P020,가격 안정 대책을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,경제,0.85,34,긍정 문장
A148,지역 축제이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,생활,-0.01,31,모호 문장
P068,체험 행사을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,여가,0.81,31,긍정 문장
A012,관광 패스이(가) 확장됐으나 비용 증가가 우려된다.,amb,여가,-0.1,28,모호 문장
A004,교수 평가 제도이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,교육,0.09,34,모호 문장
N079,식단 관리 정책에서 오류가 발생해 서비스가 중단됐다.,neg,건강,-0.95,29,부정 문장
P050,지역 축제이(가) 꾸준히 증가하고 있다.,pos,생활,0.82,22,긍정 문장
N069,창업 지원 제도이(가) 논란에 휩싸였다.,neg,경제,-0.74,22,부정 문장
A092,지역 축제이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,생활,-0.09,31,모호 문장
P134,지역 축제을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,생활,0.87,31,긍정 문장
P110,문화 공연이(가) 활성화되며 참여율이 높아졌다.,pos,여가,0.8,26,긍정 문장
N141,주차장이(가) 감소세를 보이고 있다.,neg,생활,-0.97,20,부정 문장
A147,클라우드 서비스이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,기술,-0.08,36,모호 문장
A223,소비 지원 정책이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,경제,0.06,39,모호 문장
N140,신형 스마트폰이(가) 감소세를 보이고 있다.,neg,기술,-0.89,24,부정 문장
A275,보건소 서비스이(가) 확장됐으나 비용 증가가 우려된다.,amb,건강,0.09,30,모호 문장
P018,교수 평가 제도이(가) 큰 성과를 거두었다.,pos,교육,0.79,24,긍정 문장
P049,보안 시스템이(가) 활성화되며 참여율이 높아졌다.,pos,기술,0.97,27,긍정 문장
P011,장학 제도이(가) 꾸준히 증가하고 있다.,pos,교육,0.74,22,긍정 문장
A225,지역 축제이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,생활,0.01,31,모호 문장
N116,교육 커리큘럼이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,교육,-0.99,33,부정 문장
P144,온라인 수업이(가) 도입되어 업무 효율이 높아졌다.,pos,교육,0.72,28,긍정 문장
N027,고용 지표에서 오류가 발생해 서비스가 중단됐다.,neg,경제,-0.73,26,부정 문장
A216,소비 지원 정책이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,경제,0.06,34,모호 문장
A006,창업 지원 제도이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,경제,-0.15,39,모호 문장
N012,체험 행사이(가) 파손돼 이용이 제한됐다.,neg,여가,-0.71,23,부정 문장
P080,기술 지원 프로그램이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,과학,0.84,35,긍정 문장
P042,업데이트 정책이(가) 정상화되어 서비스가 안정됐다.,pos,기술,0.75,28,긍정 문장
