id,text,type,topic,target_valence,length_char,notes
N088,온라인 수업이(가) 파손돼 이용이 제한됐다.,neg,교육,-0.83,24,부정 문장
A288,주차장이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,생활,0.03,34,모호 문장
N041,지역 상권이(가) 중단되어 일정에 차질이 생겼다.,neg,경제,-0.73,27,부정 문장
P055,지역 상권이(가) 안정세를 보이고 있다.,pos,경제,0.75,22,긍정 문장
A256,장학 제도이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,교육,-0.12,33,모호 문장
A212,병원 예약 시스템이(가) 호평과 비판을 동시에 받고 있다.,amb,건강,0.05,32,모호 문장
P023,건강검진 제도이(가) 큰 성과를 거두었다.,pos,건강,0.75,23,긍정 문장
P127,공공시설이(가) 꾸준히 증가하고 있다.,pos,생활,0.8,21,긍정 문장
P077,클라우드 서비스이(가) 큰 성과를 거두었다.,pos,기술,0.72,24,긍정 문장
A300,소비 지원 정책이(가) 도입됐지만 효과는 아직 불분명하다.,amb,경제,0.02,32,모호 문장
A100,식단 관리 정책이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,건강,-0.07,34,모호 문장
N057,지역 축제이(가) 논란에 휩싸였다.,neg,생활,-0.73,19,부정 문장
N034,창업 지원 제도이(가) 논란에 휩싸였다.,neg,경제,-1.0,22,부정 문장
N139,창업 지원 제도이(가) 취소되어 아쉬움을 남겼다.,neg,경제,-0.83,27,부정 문장
N146,지역 상권이(가) 중단되어 일정에 차질이 생겼다.,neg,경제,-0.98,27,부정 문장
N036,공공시설이(가) 부진을 면치 못하고 있다.,neg,생활,-0.98,23,부정 문장
A230,지역 상권이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,경제,-0.04,33,모호 문장
A059,연구 프로젝트이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,과학,-0.03,33,모호 문장
A269,신형 장비이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,과학,0.03,31,모호 문장
P093,건강검진 제도이(가) 꾸준히 증가하고 있다.,pos,건강,1.0,24,긍정 문장
P048,소비 지원 정책을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,경제,0.99,34,긍정 문장
P099,지역 축제이(가) 꾸준히 증가하고 있다.,pos,생활,0.95,22,긍정 문장
P109,교육 커리큘럼이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,교육,0.93,32,긍정 문장
P097,창업 지원 제도이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,경제,0.72,36,긍정 문장
P104,고용 지표이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,경제,0.87,29,긍정 문장
A002,식단 관리 정책이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,건강,-0.14,34,모호 문장
N110,문화 공연이(가) 취소되어 아쉬움을 남겼다.,neg,여가,-0.98,24,부정 문장
N095,교육 커리큘럼이(가) 부진을 면치 못하고 있다.,neg,교육,-0.81,26,부정 문장
A198,건강검진 제도이(가) 호평과 비판을 동시에 받고 있다.,amb,건강,0.07,30,모호 문장
N118,소비 지원 정책이(가) 중단되어 일정에 차질이 생겼다.,neg,경제,-0.73,30,부정 문장
A185,실험 계획이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,과학,-0.02,31,모호 문장
A276,연구 프로젝트이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,과학,-0.0,33,모호 문장
N117,전시 프로그램이(가) 논란에 휩싸였다.,neg,여가,-0.98,21,부정 문장
N147,보안 시스템이(가) 논란에 휩싸였다.,neg,기술,-0.94,20,부정 문장
N054,야외 영화제이(가) 취소되어 아쉬움을 남겼다.,neg,여가,-0.83,25,부정 문장
A157,연구 프로젝트이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,과학,0.07,33,모호 문장
A246,쓰레기 처리 시스템이(가) 개선됐지만 일부 불편이 남아 있다.,amb,생활,0.09,34,모호 문장
A096,체험 행사이(가) 확장됐으나 비용 증가가 우려된다.,amb,여가,0.12,28,모호 문장
N032,교수 평가 제도이(가) 중단되어 일정에 차질이 생겼다.,neg,교육,-0.83,30,부정 문장
A113,공공시설이(가) 개선됐지만 일부 불편이 남아 있다.,amb,생활,-0.15,28,모호 문장
N125,소비 지원 정책이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,경제,-0.86,34,부정 문장
P045,기술 지원 프로그램이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,과학,0.78,38,긍정 문장
A166,체험 행사이(가) 도입됐지만 효과는 아직 불분명하다.,amb,여가,0.13,29,모호 문장
N086,운동 프로그램이(가) 중단되어 일정에 차질이 생겼다.,neg,건강,-0.87,29,부정 문장
N048,창업 지원 제도이(가) 논란에 휩싸였다.,neg,경제,-0.79,22,부정 문장
A106,공공시설이(가) 도입됐지만 효과는 아직 불분명하다.,amb,생활,0.1,28,모호 문장
A268,건강검진 제도이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,건강,-0.08,33,모호 문장
A205,보건소 서비스이(가) 도입됐지만 효과는 아직 불분명하다.,amb,건강,-0.09,31,모호 문장
A193,장학 제도이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,교육,-0.01,36,모호 문장
P131,체험 행사이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,여가,0.97,30,긍정 문장
P106,쓰레기 처리 시스템이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,생활,0.96,34,긍정 문장
A063,네트워크 환경이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,기술,0.04,38,모호 문장
N089,체험 행사이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,여가,-0.89,31,부정 문장
N053,교수 평가 제도이(가) 논란에 휩싸였다.,neg,교육,-0.88,22,부정 문장
A047,체험 행사이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,여가,0.12,33,모호 문장
P030,보건소 서비스이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,건강,0.92,32,긍정 문장
A011,교양 강좌이(가) 개선됐지만 일부 불편이 남아 있다.,amb,교육,-0.01,29,모호 문장
N009,운동 프로그램이(가) 불안정해 사용자들이 혼란을 겪고 있다.,neg,건강,-0.93,33,부정 문장
A204,쓰레기 처리 시스템이(가) 도입됐지만 효과는 아직 불분명하다.,amb,생활,-0.09,34,모호 문장
A070,보안 시스템이(가) 확장됐으나 비용 증가가 우려된다.,amb,기술,-0.11,29,모호 문장
A085,대중교통이(가) 개선됐지만 일부 불편이 남아 있다.,amb,생활,0.11,28,모호 문장
A104,가격 안정 대책이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,경제,-0.02,34,모호 문장
P103,야외 영화제이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,여가,0.74,34,긍정 문장
N046,교양 강좌이(가) 중단되어 일정에 차질이 생겼다.,neg,교육,-0.98,27,부정 문장
A176,공공시설이(가) 개선됐지만 일부 불편이 남아 있다.,amb,생활,-0.05,28,모호 문장
A258,창업 지원 제도이(가) 확장됐으나 비용 증가가 우려된다.,amb,경제,0.09,31,모호 문장
N134,대중교통이(가) 파손돼 이용이 제한됐다.,neg,생활,-0.94,22,부정 문장
N127,지역 축제이(가) 중단되어 일정에 차질이 생겼다.,neg,생활,-0.82,27,부정 문장
P044,건강검진 제도이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,건강,0.85,32,긍정 문장
N124,전시 프로그램이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,여가,-0.91,33,부정 문장
N028,네트워크 환경이(가) 불안정해 사용자들이 혼란을 겪고 있다.,neg,기술,-0.75,33,부정 문장
N106,공공시설이(가) 지연되면서 시민 불편이 커지고 있다.,neg,생활,-0.77,29,부정 문장
A168,네트워크 환경이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,기술,-0.01,33,모호 문장
A098,네트워크 환경이(가) 개선됐지만 일부 불편이 남아 있다.,amb,기술,0.04,31,모호 문장
A209,소비 지원 정책이(가) 도입됐지만 효과는 아직 불분명하다.,amb,경제,0.03,32,모호 문장
N131,관광 패스에서 오류가 발생해 서비스가 중단됐다.,neg,여가,-0.88,26,부정 문장
A203,신형 스마트폰이(가) 도입됐지만 효과는 아직 불분명하다.,amb,기술,0.07,31,모호 문장
A109,교양 강좌이(가) 호평과 비판을 동시에 받고 있다.,amb,교육,-0.11,28,모호 문장
A136,실험 계획이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,과학,0.07,31,모호 문장
P141,지역 축제이(가) 꾸준히 증가하고 있다.,pos,생활,0.98,22,긍정 문장
P076,고용 지표이(가) 큰 성과를 거두었다.,pos,경제,0.83,21,긍정 문장
N143,실험 계획이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,과학,-0.9,31,부정 문장
A145,야외 영화제이(가) 호평과 비판을 동시에 받고 있다.,amb,여가,0.13,29,모호 문장
A156,보건소 서비스이(가) 개선됐지만 일부 불편이 남아 있다.,amb,건강,-0.14,31,모호 문장
A116,교육 커리큘럼이(가) 도입됐지만 효과는 아직 불분명하다.,amb,교육,0.03,31,모호 문장
P073,신형 장비이(가) 정상화되어 서비스가 안정됐다.,pos,과학,0.86,26,긍정 문장
A127,공공시설이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,생활,-0.09,30,모호 문장
P148,공공시설이(가) 도입되어 업무 효율이 높아졌다.,pos,생활,0.71,26,긍정 문장
P022,공공시설이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,생활,0.85,28,긍정 문장
A101,기술 지원 프로그램이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,과학,0.07,36,모호 문장
A155,대중교통이(가) 확장됐으나 비용 증가가 우려된다.,amb,생활,0.14,27,모호 문장
A091,클라우드 서비스이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,기술,-0.11,34,모호 문장
A118,창업 지원 제도이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,경제,-0.11,39,모호 문장
A249,교수 평가 제도이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,교육,0.04,36,모호 문장
A251,창업 지원 제도이(가) 개선됐지만 일부 불편이 남아 있다.,amb,경제,-0.12,32,모호 문장
P081,장학 제도이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,교육,0.95,29,긍정 문장
N067,교수 평가 제도이(가) 감소세를 보이고 있다.,neg,교육,-0.7,25,부정 문장
P138,체험 행사이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,여가,0.88,29,긍정 문장
P135,운동 프로그램이(가) 새롭게 개편되어 이용이 편리해졌다.,pos,건강,0.78,31,긍정 문장
N015,공공시설이(가) 파손돼 이용이 제한됐다.,neg,생활,-0.89,22,부정 문장
P001,주차장이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,생활,0.82,31,긍정 문장
A053,장학 제도이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,교육,0.08,31,모호 문장
P146,고용 지표이(가) 정상화되어 서비스가 안정됐다.,pos,경제,0.79,26,긍정 문장
N082,야외 영화제이(가) 논란에 휩싸였다.,neg,여가,-0.86,20,부정 문장
A114,운동 프로그램이(가) 도입됐지만 효과는 아직 불분명하다.,amb,건강,-0.12,31,모호 문장
A229,야외 영화제이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,여가,0.0,32,모호 문장
A159,야외 영화제이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,여가,0.12,32,모호 문장
A224,신형 스마트폰이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,기술,-0.05,33,모호 문장
A009,식단 관리 정책이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,건강,0.0,34,모호 문장
A250,체험 행사이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,여가,0.13,36,모호 문장
A051,병원 예약 시스템이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,건강,-0.02,40,모호 문장
N049,클라우드 서비스이(가) 중단되어 일정에 차질이 생겼다.,neg,기술,-0.86,30,부정 문장
N043,대중교통이(가) 취소되어 아쉬움을 남겼다.,neg,생활,-0.82,23,부정 문장
N103,야외 영화제이(가) 취소되어 아쉬움을 남겼다.,neg,여가,-0.93,25,부정 문장
A139,지역 상권이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,경제,-0.05,31,모호 문장
A017,실험 계획이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,과학,0.04,31,모호 문장
N005,야외 영화제이(가) 감소세를 보이고 있다.,neg,여가,-0.7,23,부정 문장
A243,전시 프로그램이(가) 확장됐으나 비용 증가가 우려된다.,amb,여가,0.09,30,모호 문장
A041,창업 지원 제도이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,경제,-0.0,34,모호 문장
A244,소비 지원 정책이(가) 도입됐지만 효과는 아직 불분명하다.,amb,경제,0.06,32,모호 문장
N137,교수 평가 제도에서 오류가 발생해 서비스가 중단됐다.,neg,교육,-0.97,29,부정 문장
N150,기술 지원 프로그램이(가) 지연되면서 시민 불편이 커지고 있다.,neg,과학,-0.92,35,부정 문장
A042,업데이트 정책이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,기술,0.09,33,모호 문장
N129,연구 프로젝트이(가) 불안정해 사용자들이 혼란을 겪고 있다.,neg,과학,-0.96,33,부정 문장
A164,연구 프로젝트이(가) 호평과 비판을 동시에 받고 있다.,amb,과학,-0.06,30,모호 문장
A095,온라인 수업이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,교육,-0.1,32,모호 문장
A189,신형 스마트폰이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,기술,-0.11,33,모호 문장
A128,건강검진 제도이(가) 개선됐지만 일부 불편이 남아 있다.,amb,건강,0.12,31,모호 문장
N018,교양 강좌이(가) 취소되어 아쉬움을 남겼다.,neg,교육,-0.92,24,부정 문장
A072,운동 프로그램이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,건강,-0.06,33,모호 문장
P120,대중교통이(가) 활성화되며 참여율이 높아졌다.,pos,생활,0.77,25,긍정 문장
A253,대중교통이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,생활,0.1,30,모호 문장
N021,클라우드 서비스이(가) 악화되며 우려의 목소리가 커지고 있다.,neg,기술,-0.97,34,부정 문장
A182,보안 시스템이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,기술,0.09,32,모호 문장
A150,실험 계획이(가) 호평과 비판을 동시에 받고 있다.,amb,과학,0.02,28,모호 문장
A077,네트워크 환경이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,기술,0.1,33,모호 문장
A024,연구 프로젝트이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,과학,-0.07,33,모호 문장
P062,지역 상권이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,경제,0.73,33,긍정 문장
A199,기술 지원 프로그램이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,과학,-0.05,36,모호 문장
N020,지역 상권이(가) 감소세를 보이고 있다.,neg,경제,-0.99,22,부정 문장
A020,고용 지표이(가) 도입됐지만 효과는 아직 불분명하다.,amb,경제,-0.04,29,모호 문장
A019,문화 공연이(가) 도입됐지만 효과는 아직 불분명하다.,amb,여가,-0.06,29,모호 문장
A099,주차장이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,생활,0.02,29,모호 문장
P082,문화 공연이(가) 꾸준히 증가하고 있다.,pos,여가,0.93,22,긍정 문장
A270,교양 강좌이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,교육,0.1,36,모호 문장
P063,클라우드 서비스이(가) 도입되어 업무 효율이 높아졌다.,pos,기술,0.84,30,긍정 문장
P012,문화 공연이(가) 안정세를 보이고 있다.,pos,여가,0.79,22,긍정 문장
P033,체험 행사이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,여가,0.98,30,긍정 문장
P054,체험 행사이(가) 안정세를 보이고 있다.,pos,여가,0.72,22,긍정 문장
N111,고용 지표이(가) 불안정해 사용자들이 혼란을 겪고 있다.,neg,경제,-0.94,31,부정 문장
A172,교양 강좌이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,교육,0.02,31,모호 문장
A211,쓰레기 처리 시스템이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,생활,0.03,38,모호 문장
A001,주차장이(가) 도입됐지만 효과는 아직 불분명하다.,amb,생활,-0.06,27,모호 문장
P087,신형 장비이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,과학,0.75,30,긍정 문장
P149,보건소 서비스을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,건강,0.87,33,긍정 문장
A075,야외 영화제이(가) 개선됐지만 일부 불편이 남아 있다.,amb,여가,-0.15,30,모호 문장
P052,실험 계획이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,과학,0.76,30,긍정 문장
N042,클라우드 서비스이(가) 지연되면서 시민 불편이 커지고 있다.,neg,기술,-0.81,33,부정 문장
A162,공공시설이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,생활,0.1,30,모호 문장
N099,공공시설에서 오류가 발생해 서비스가 중단됐다.,neg,생활,-0.99,25,부정 문장
N133,클라우드 서비스이(가) 취소되어 아쉬움을 남겼다.,neg,기술,-0.7,27,부정 문장
P019,야외 영화제이(가) 정상화되어 서비스가 안정됐다.,pos,여가,0.72,27,긍정 문장
A273,업데이트 정책이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,기술,-0.1,33,모호 문장
P133,업데이트 정책이(가) 도입되어 업무 효율이 높아졌다.,pos,기술,0.82,29,긍정 문장
A266,신형 스마트폰이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,기술,-0.0,33,모호 문장
N074,교수 평가 제도이(가) 지연되면서 시민 불편이 커지고 있다.,neg,교육,-0.76,33,부정 문장
P091,신형 스마트폰이(가) 개선되어 주민들의 만족도가 높아졌다.,pos,기술,0.7,32,긍정 문장
P125,지역 상권이(가) 큰 성과를 거두었다.,pos,경제,0.71,21,긍정 문장
P010,연구 프로젝트을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,과학,0.96,33,긍정 문장
P005,전시 프로그램이(가) 꾸준히 증가하고 있다.,pos,여가,0.72,24,긍정 문장
A138,문화 공연이(가) 도입됐지만 효과는 아직 불분명하다.,amb,여가,-0.08,29,모호 문장
P016,건강검진 제도이(가) 활성화되며 참여율이 높아졌다.,pos,건강,0.9,28,긍정 문장
N006,지역 상권에서 오류가 발생해 서비스가 중단됐다.,neg,경제,-1.0,26,부정 문장
N068,관광 패스이(가) 취소되어 아쉬움을 남겼다.,neg,여가,-0.89,24,부정 문장
A184,운동 프로그램이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,건강,-0.03,33,모호 문장
P085,쓰레기 처리 시스템이(가) 활성화되며 참여율이 높아졌다.,pos,생활,0.82,31,긍정 문장
P105,클라우드 서비스을(를) 통해 지역 경제가 활기를 되찾고 있다.,pos,기술,0.86,34,긍정 문장
A262,기술 지원 프로그램이(가) 도입됐지만 효과는 아직 불분명하다.,amb,과학,-0.09,34,모호 문장
A123,교육 커리큘럼이(가) 확장됐으나 비용 증가가 우려된다.,amb,교육,0.03,30,모호 문장
A187,체험 행사이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,여가,0.12,31,모호 문장
N010,데이터 분석 시스템이(가) 지연되면서 시민 불편이 커지고 있다.,neg,과학,-0.86,35,부정 문장
A097,소비 지원 정책이(가) 도입됐지만 효과는 아직 불분명하다.,amb,경제,-0.12,32,모호 문장
P015,공공시설이(가) 안정세를 보이고 있다.,pos,생활,0.72,21,긍정 문장
P069,소비 지원 정책이(가) 큰 성과를 거두었다.,pos,경제,0.93,24,긍정 문장
A158,교양 강좌이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,교육,0.08,33,모호 문장
A115,데이터 분석 시스템이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,과학,-0.08,36,모호 문장
A297,실험 계획이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,과학,-0.12,36,모호 문장
P122,신형 장비이(가) 정상화되어 서비스가 안정됐다.,pos,과학,0.75,26,긍정 문장
P041,가격 안정 대책이(가) 꾸준히 증가하고 있다.,pos,경제,1.0,25,긍정 문장
A235,온라인 수업이(가) 도입됐지만 효과는 아직 불분명하다.,amb,교육,0.07,30,모호 문장
A282,병원 예약 시스템이(가) 도입됐지만 효과는 아직 불분명하다.,amb,건강,0.02,33,모호 문장
A210,업데이트 정책이(가) 개선됐지만 일부 불편이 남아 있다.,amb,기술,0.07,31,모호 문장
P056,보안 시스템이(가) 큰 성과를 거두었다.,pos,기술,0.88,22,긍정 문장
A280,네트워크 환경이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,기술,0.08,33,모호 문장
A142,식단 관리 정책이(가) 도입됐지만 효과는 아직 불분명하다.,amb,건강,-0.06,32,모호 문장
P021,클라우드 서비스이(가) 활성화되며 참여율이 높아졌다.,pos,기술,0.79,29,긍정 문장
A027,지역 상권이(가) 개선됐지만 일부 불편이 남아 있다.,amb,경제,-0.01,29,모호 문장
P036,주차장이(가) 확대되면서 시민들의 호응이 이어지고 있다.,pos,생활,0.92,31,긍정 문장
A132,창업 지원 제도이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,경제,-0.1,36,모호 문장
N040,전시 프로그램이(가) 중단되어 일정에 차질이 생겼다.,neg,여가,-0.75,29,부정 문장
A010,실험 계획이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,과학,-0.08,36,모호 문장
N115,신형 장비이(가) 중단되어 일정에 차질이 생겼다.,neg,과학,-0.84,27,부정 문장
